product_id,product_name,category,subcategory,origin,list_price,base_unit_cost,launch_date,active_flag
262,WS Guatemala Antigua 5lb,Wholesale Beans,Wholesale,Guatemala Antigua,30.0,19.9,2023-07-01,1
263,WS Willamette Dark 2lb,Wholesale Beans,Wholesale,Willamette Dark,34.5,24.21,2022-01-01,1
264,WS Mexico Chiapas 2lb,Wholesale Beans,Wholesale,Mexico Chiapas,18.0,13.6,2022-01-01,1
265,WS Kenya AA 5lb,Wholesale Beans,Wholesale,Kenya AA,38.5,19.93,2022-01-01,1
266,WS Rwanda Nyungwe 2lb,Wholesale Beans,Wholesale,Rwanda Nyungwe,33.5,22.4,2022-01-01,0
267,WS Cascade Blend 2lb,Wholesale Beans,Wholesale,Cascade Blend,20.5,12.74,2022-01-01,1
268,WS Willamette Dark 5lb,Wholesale Beans,Wholesale,Willamette Dark,26.5,18.26,2022-01-01,0
269,WS Brazil Cerrado 5lb,Wholesale Beans,Wholesale,Brazil Cerrado,24.0,14.4,2023-07-01,1
270,WS Kenya AA 2lb,Wholesale Beans,Wholesale,Kenya AA,35.5,21.73,2024-01-01,1
271,WS Rwanda Nyungwe 2lb,Wholesale Beans,Wholesale,Rwanda Nyungwe,50.5,30.67,2022-01-01,1
272,WS Colombia Huila 5lb,Wholesale Beans,Wholesale,Colombia Huila,43.0,23.88,2022-06-01,1
273,WS Cascade Blend 2lb,Wholesale Beans,Wholesale,Cascade Blend,26.5,15.94,2024-09-01,1
274,WS Cascade Blend 5lb,Wholesale Beans,Wholesale,Cascade Blend,25.0,18.03,2024-01-01,0
275,WS Cascade Blend 5lb,Wholesale Beans,Wholesale,Cascade Blend,38.5,24.11,2022-01-01,1
276,WS Espresso Blend 5lb,Wholesale Beans,Wholesale,Espresso Blend,33.0,19.68,2024-09-01,1
277,WS Kenya AA 2lb,Wholesale Beans,Wholesale,Kenya AA,26.5,17.43,2022-01-01,1
278,WS Rose City Roast 2lb,Wholesale Beans,Wholesale,Rose City Roast,38.5,23.55,2022-01-01,1
279,WS Costa Rica Tarrazu 5lb,Wholesale Beans,Wholesale,Costa Rica Tarrazu,24.0,14.65,2022-01-01,0
280,WS Ethiopia Yirgacheffe 2lb,Wholesale Beans,Wholesale,Ethiopia Yirgacheffe,20.0,12.42,2023-07-01,1
281,WS Willamette Dark 5lb,Wholesale Beans,Wholesale,Willamette Dark,19.5,11.69,2022-01-01,1
282,WS Kenya AA 2lb,Wholesale Beans,Wholesale,Kenya AA,33.5,24.03,2022-01-01,0
283,WS Guatemala Antigua 2lb,Wholesale Beans,Wholesale,Guatemala Antigua,42.0,29.59,2022-01-01,0
284,WS Mexico Chiapas 5lb,Wholesale Beans,Wholesale,Mexico Chiapas,23.5,14.23,2022-01-01,1
285,WS Colombia Huila 2lb,Wholesale Beans,Wholesale,Colombia Huila,20.5,14.46,2024-09-01,0
286,WS Guatemala Antigua 2lb,Wholesale Beans,Wholesale,Guatemala Antigua,41.0,26.36,2022-01-01,0
287,Milk Frother Mk II,Equipment,Brewing Gear,NA,196.0,127.02,2022-01-01,0
288,Scale Mk II,Equipment,Brewing Gear,NA,101.0,68.4,2022-01-01,1
289,Espresso Machine Home,Equipment,Brewing Gear,NA,275.0,160.76,2022-01-01,1
290,Semi-Auto Machine Mk I,Equipment,Brewing Gear,NA,406.0,276.5,2022-01-01,1
291,Electric Grinder Home,Equipment,Brewing Gear,NA,275.0,190.36,2022-06-01,1
292,Scale Home,Equipment,Brewing Gear,NA,309.0,237.78,2022-01-01,1
293,V60 Dripper Pro,Equipment,Brewing Gear,NA,222.0,157.71,2022-01-01,1
294,Commercial Grinder Mk II,Equipment,Brewing Gear,NA,297.0,195.04,2024-01-01,1
295,Espresso Machine Cafe,Equipment,Brewing Gear,NA,185.0,126.94,2022-06-01,1
296,Gooseneck Kettle Pro,Equipment,Brewing Gear,NA,334.0,221.47,2022-01-01,1
297,Semi-Auto Machine Home,Equipment,Brewing Gear,NA,208.0,144.28,2022-01-01,1
298,French Press Mk II,Equipment,Brewing Gear,NA,387.0,399.65,2022-01-01,1
299,Bulk Brewer Home,Equipment,Brewing Gear,NA,203.0,144.6,2024-01-01,0
300,Cold Brew Maker Mk I,Equipment,Brewing Gear,NA,241.0,166.12,2022-01-01,0
301,Semi-Auto Machine Cafe,Equipment,Brewing Gear,NA,158.0,84.93,2022-01-01,1
302,Commercial Grinder Mk II,Equipment,Brewing Gear,NA,277.0,227.01,2023-07-01,1
303,Bulk Brewer Pro,Equipment,Brewing Gear,NA,403.0,428.45,2022-01-01,1
304,Commercial Grinder Cafe,Equipment,Brewing Gear,NA,71.0,47.74,2022-01-01,1
305,Gooseneck Kettle Cafe,Equipment,Brewing Gear,NA,249.0,190.2,2023-01-01,1
306,Moka Pot Mk I,Equipment,Brewing Gear,NA,417.0,296.8,2022-01-01,1
307,Electric Grinder Home,Equipment,Brewing Gear,NA,230.0,176.3,2024-01-01,1
308,Moka Pot Pro,Equipment,Brewing Gear,NA,335.0,225.56,2024-01-01,0
309,Moka Pot Mk I,Equipment,Brewing Gear,NA,493.0,358.15,2022-01-01,1
310,Bulk Brewer Mk I,Equipment,Brewing Gear,NA,209.0,149.88,2022-06-01,1
311,Electric Grinder Mk II,Equipment,Brewing Gear,NA,148.0,80.5,2022-06-01,1
312,French Press Home,Equipment,Brewing Gear,NA,282.0,209.65,2023-01-01,1
313,Cold Brew Maker Pro,Equipment,Brewing Gear,NA,173.0,88.48,2022-01-01,1
314,Cold Brew Maker Mk II,Equipment,Brewing Gear,NA,190.0,109.75,2022-01-01,1
315,Electric Grinder Home,Equipment,Brewing Gear,NA,243.0,143.92,2022-01-01,1
316,Electric Grinder Mk I,Equipment,Brewing Gear,NA,301.0,182.78,2023-01-01,0
317,Scale Cafe,Equipment,Brewing Gear,NA,84.0,57.16,2022-01-01,1
318,Gooseneck Kettle Pro,Equipment,Brewing Gear,NA,211.0,145.35,2022-01-01,1
319,Electric Grinder Cafe,Equipment,Brewing Gear,NA,164.0,115.55,2023-07-01,1
320,V60 Dripper Home,Equipment,Brewing Gear,NA,381.0,259.24,2024-09-01,0
321,Gooseneck Kettle Mk II,Equipment,Brewing Gear,NA,146.0,101.56,2022-01-01,1
322,Cold Brew Maker Cafe,Equipment,Brewing Gear,NA,264.0,168.85,2022-01-01,1
323,Scale Pro,Equipment,Brewing Gear,NA,199.0,130.37,2023-01-01,0
324,Electric Grinder Pro,Equipment,Brewing Gear,NA,249.0,182.78,2022-01-01,1
325,Moka Pot Mk II,Equipment,Brewing Gear,NA,335.0,268.76,2022-01-01,1
326,Electric Grinder Home,Equipment,Brewing Gear,NA,111.0,73.94,2024-09-01,1
327,Bulk Brewer Mk II,Equipment,Brewing Gear,NA,347.0,214.23,2024-01-01,1
328,Electric Grinder Mk I,Equipment,Brewing Gear,NA,138.0,85.36,2023-01-01,0
329,Milk Frother Cafe,Equipment,Brewing Gear,NA,205.0,136.5,2024-01-01,1
330,Bulk Brewer Mk II,Equipment,Brewing Gear,NA,235.0,185.58,2022-01-01,1
331,Semi-Auto Machine Mk II,Equipment,Brewing Gear,NA,553.0,328.85,2022-01-01,1
332,Espresso Machine Home,Equipment,Brewing Gear,NA,220.0,146.96,2022-01-01,1
333,Semi-Auto Machine Cafe,Equipment,Brewing Gear,NA,339.0,274.37,2022-01-01,1
334,French Press Mk I,Equipment,Brewing Gear,NA,152.0,113.17,2024-01-01,1
335,Semi-Auto Machine Cafe,Equipment,Brewing Gear,NA,348.0,260.88,2022-01-01,1
336,Semi-Auto Machine Mk I,Equipment,Brewing Gear,NA,216.0,140.27,2022-01-01,1
337,Commercial Grinder Mk I,Equipment,Brewing Gear,NA,459.0,283.84,2024-01-01,0
338,French Press Cafe,Equipment,Brewing Gear,NA,445.0,329.76,2023-07-01,1
339,Manual Grinder Mk II,Equipment,Brewing Gear,NA,331.0,199.39,2022-01-01,1
340,Electric Grinder Mk II,Equipment,Brewing Gear,NA,492.0,358.22,2022-01-01,1
341,Espresso Machine Cafe,Equipment,Brewing Gear,NA,417.0,417.56,2022-06-01,1
342,Gooseneck Kettle Home,Equipment,Brewing Gear,NA,99.0,65.86,2023-07-01,0
343,Semi-Auto Machine Mk II,Equipment,Brewing Gear,NA,213.0,160.21,2022-01-01,1
344,AeroPress Home,Equipment,Brewing Gear,NA,198.0,137.45,2022-01-01,1
345,Travel Tumbler,Merch,Merch,NA,10.0,5.86,2023-07-01,1
346,Notebook,Merch,Merch,NA,13.0,8.14,2024-01-01,1
347,Notebook,Merch,Merch,NA,27.0,16.7,2022-01-01,1
348,Cap,Merch,Merch,NA,9.0,4.48,2022-01-01,0
349,Roasters Tee,Merch,Merch,NA,32.0,22.83,2022-01-01,1
350,Roasters Tee,Merch,Merch,NA,9.0,4.55,2024-01-01,0
351,Roasters Tee,Merch,Merch,NA,23.0,14.57,2024-09-01,1
352,Cap,Merch,Merch,NA,22.0,13.53,2022-01-01,1
353,Cotton Tote,Merch,Merch,NA,9.0,5.29,2022-01-01,1
354,Enamel Pin,Merch,Merch,NA,21.0,13.62,2022-06-01,1
355,Coaster Set,Merch,Merch,NA,37.0,42.31,2024-01-01,1
356,Travel Tumbler,Merch,Merch,NA,9.0,4.88,2024-09-01,1
357,Cotton Tote,Merch,Merch,NA,19.0,11.05,2022-01-01,1
358,Coaster Set,Merch,Merch,NA,31.0,19.59,2022-01-01,1
359,Brew Guide Book,Merch,Merch,NA,10.0,6.4,2022-01-01,1
360,Brew Guide Book,Merch,Merch,NA,28.0,16.38,2022-01-01,1
361,Coaster Set,Merch,Merch,NA,45.0,27.25,2024-01-01,1
362,Roasters Tee,Merch,Merch,NA,25.0,13.22,2022-01-01,1
363,Enamel Pin,Merch,Merch,NA,26.0,12.83,2023-01-01,1
364,Roasters Tee,Merch,Merch,NA,26.0,15.62,2024-09-01,1
365,Coaster Set,Merch,Merch,NA,18.0,19.92,2023-01-01,1
366,Brew Guide Book,Merch,Merch,NA,11.0,6.22,2023-07-01,1
367,Ceramic Mug,Merch,Merch,NA,27.0,17.48,2022-01-01,1
368,Brew Guide Book,Merch,Merch,NA,18.0,10.88,2024-01-01,1
369,Coaster Set,Merch,Merch,NA,25.0,14.15,2022-01-01,0
370,Gift Box,Merch,Merch,NA,40.0,23.51,2022-01-01,1
371,Roasters Tee,Merch,Merch,NA,44.0,27.7,2022-01-01,1
372,Enamel Pin,Merch,Merch,NA,19.0,11.85,2022-01-01,1
373,Cap,Merch,Merch,NA,15.0,9.42,2022-01-01,1
374,Roasters Tee,Merch,Merch,NA,15.0,9.89,2022-01-01,1
375,Roasters Tee,Merch,Merch,NA,21.0,11.77,2022-01-01,1
376,Cotton Tote,Merch,Merch,NA,35.0,22.6,2022-01-01,1
377,Notebook,Merch,Merch,NA,40.0,22.41,2022-01-01,0
378,Roasters Tee,Merch,Merch,NA,16.0,9.5,2023-01-01,1
379,Cap,Merch,Merch,NA,9.0,6.06,2022-01-01,1
380,Roasters Tee,Merch,Merch,NA,13.0,5.57,2023-07-01,1
381,Notebook,Merch,Merch,NA,13.0,7.35,2022-01-01,1
382,Coaster Set,Merch,Merch,NA,43.0,30.47,2024-01-01,1
383,Travel Tumbler,Merch,Merch,NA,34.0,23.35,2022-01-01,1
384,Coaster Set,Merch,Merch,NA,21.0,12.26,2022-01-01,0
385,Travel Tumbler,Merch,Merch,NA,28.0,17.09,2022-01-01,0
386,Enamel Pin,Merch,Merch,NA,31.0,18.66,2023-07-01,0
387,Ceramic Mug,Merch,Merch,NA,18.0,11.17,2024-01-01,1
388,Brew Guide Book,Merch,Merch,NA,12.0,8.62,2022-01-01,1
389,Roasters Tee,Merch,Merch,NA,9.0,5.71,2022-06-01,0
390,Cotton Tote,Merch,Merch,NA,15.0,9.03,2022-06-01,1
391,Cap,Merch,Merch,NA,21.0,13.75,2022-01-01,1
392,Roasters Tee,Merch,Merch,NA,11.0,6.34,2022-01-01,1
393,Weekly 12oz Plan,Subscription,Subscription,NA,48.0,25.86,2023-01-01,0
394,Biweekly 2lb Plan,Subscription,Subscription,NA,38.0,23.87,2024-09-01,1
395,Monthly 12oz Plan,Subscription,Subscription,NA,49.0,28.83,2024-01-01,1
396,Monthly 2lb Plan,Subscription,Subscription,NA,54.0,29.75,2022-01-01,1
397,Weekly 2lb Plan,Subscription,Subscription,NA,50.0,27.39,2022-01-01,1
398,Weekly 2lb Plan,Subscription,Subscription,NA,22.0,11.16,2022-01-01,1
399,Biweekly 2lb Plan,Subscription,Subscription,NA,22.0,14.14,2022-01-01,1
400,Weekly 12oz Plan,Subscription,Subscription,NA,49.0,30.91,2022-06-01,1
401,Monthly 2lb Plan,Subscription,Subscription,NA,52.0,33.69,2022-01-01,1
402,Monthly 12oz Plan,Subscription,Subscription,NA,35.0,19.96,2022-01-01,0
403,Biweekly 12oz Plan,Subscription,Subscription,NA,29.0,16.55,2022-01-01,1
404,Monthly 12oz Plan,Subscription,Subscription,NA,53.0,31.46,2022-01-01,1
